full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
Rafa Islam Diba,Co-Founder & Director,TAEI Academy,Malaysia,https://www.linkedin.com/in/rafaislamdiba948,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAFpoGhIBi4ff0zF_OqHDiN8ioRIglbFmFTo,NAME_SEARCH,D3Sp",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Brand & Marketing Strategist for Tech & Cybersecurity Firms | Co-Founder, TAEI Academy | TEDx Organiser",,"WP. Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAFpoGhIBi4ff0zF_OqHDiN8ioRIglbFmFTo
Quentin Cloarec,Co-founder & CEO,Trees Engineering,Malaysia,https://www.linkedin.com/in/quentincloarec,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAV_9MoB9wTkMrbzL0tUtGNkNONv3HVxJJA,NAME_SEARCH,HkkF",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Designing OS for Energy workforce mobility |
 AI | Deployment Strategy",,Greater Kuala Lumpur,ACwAAAV_9MoB9wTkMrbzL0tUtGNkNONv3HVxJJA
Peter Kua,Founder & Chief Data Officer,GrowthPro Asia,Malaysia,https://www.linkedin.com/in/peterkua,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAnw8cB79SdWOPtpQbaKnxONpsr0Ss2r14,NAME_SEARCH,BHY4",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"AI & Data Strategist | Founder, GrowthPro.asia | Former Media Prima, OnPoint Vietnam, MDEC & Intel",,"Federal Territory of Kuala Lumpur, Malaysia",ACwAAAAnw8cB79SdWOPtpQbaKnxONpsr0Ss2r14
Padmini Rājan,Associate Founder,The Preminent,Malaysia,https://www.linkedin.com/in/padminirajan,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAZ3o_EBoVQtSizn0BEZ3_UjAOW2BA0iSJw,NAME_SEARCH,CEJH",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Award-Winning Board & CXO Partner | Cybersecurity/GRC/AI-Led Operations/CX/Consulting | Enterprise Transformation for GCCs & CoEs | Founder DNA | $80M+ P&L | 19%+ YoY Growth | 60% Faster MTTR/MTTD | 99.9% Uptime,,Greater Kuala Lumpur,ACwAAAZ3o_EBoVQtSizn0BEZ3_UjAOW2BA0iSJw
Omar Khamam,Chief Executive Officer,THE TECHNO SET SDN. BHD.,Malaysia,https://www.linkedin.com/in/omarkhamam,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAYWrtMBQr-SIOtsOmOw4MenQHtc9SHz2mw,NAME_SEARCH,L2LN",85,Malaysia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO at TECHNO SET |  Zoho Partner  |  
Unlock the potential of your digital operations (APAC & GCC) | EN/AR",,"WP. Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAAYWrtMBQr-SIOtsOmOw4MenQHtc9SHz2mw
Nicolas Turnbull,Co-Founder,Agcelerex,Malaysia,https://www.linkedin.com/in/nicoturnbull,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAZYIywBY-4SdXOTt2Pl6aUve56yt4iGXnU,NAME_SEARCH,9sxx",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Plant breeder, AgTech entrepreneur",,"WP. Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAAZYIywBY-4SdXOTt2Pl6aUve56yt4iGXnU
Nicholas Yeo,Founder & Actuary,Actomate,Malaysia,https://www.linkedin.com/in/nicholasyeocheelek,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABerk9IB5wtSPMcX2XSn1wQPuQlGIuaiCCI,NAME_SEARCH,wCxj",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & Actuary at Actomate,,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAABerk9IB5wtSPMcX2XSn1wQPuQlGIuaiCCI
Nathanael Noiraud,Founder & CEO // Advisory & Consulting  ✔️ Growth Execution ✔️ Investment & Expansion ✔️ //,N-Strategy Consulting Services,Malaysia,https://www.linkedin.com/in/nathanael-noiraud-96b3b558,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAwpRiMBykghU7JqYcaxPOyt6K7GPLfQNsY,NAME_SEARCH,QYc-",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Accelerating Tech companies’ international expansion | Entrepreneur | CEO | Multi-Asset Investor | Speaker | Mentor | Asia-Pacific,,"WP. Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAAwpRiMBykghU7JqYcaxPOyt6K7GPLfQNsY
Nathan Mahalingam,Managing Director,LERN360.ai,Malaysia,https://www.linkedin.com/in/nathan-mahalingam,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAU8dnABNftsGoqgfFtOJIJJXbrcYXwy-N0,NAME_SEARCH,SqTg",85,Malaysia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Managing Director at Mission Equities Sdn Bhd and ICMS Education Group Sdn Bhd.
Founder & President @lern360",,"Petaling Jaya, Selangor, Malaysia",ACwAAAU8dnABNftsGoqgfFtOJIJJXbrcYXwy-N0
Naman J.,Founder,BKK Tech Services,Malaysia,https://www.linkedin.com/in/namanj2019,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAADUfb9IB3bwSdpt7q345w-cLBwSY1h9Ixj0,NAME_SEARCH,0fv2",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,13K . CS ENGINEER . MARKET RESEARCH . GROWTH MARKETING . JLPT N2 . JAPANESE LANGUAGE,,"Tokyo, Tokyo, Japan",ACwAADUfb9IB3bwSdpt7q345w-cLBwSY1h9Ixj0
Mukesh Dhawan,Co-Founder,Surely.Digital,Malaysia,https://www.linkedin.com/in/mukesh-dhawan-152b611,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABZQY4BYMChDokRQNfh6YqZdxgoPSCTJF0,NAME_SEARCH,1uS-",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder CEO | Angel Investor | Digital Trust | Insurance Marketplace & Ecosystem | Fintech Association of Malaysia | Zurich Group | AIA Group | AIG Worldwide| Aviva | ICICI Prudential ,,"Federal Territory of Kuala Lumpur, Malaysia",ACwAAABZQY4BYMChDokRQNfh6YqZdxgoPSCTJF0
Muh Rong Wong,Founder/Managing Director,Astramina Advisory Sdn Bhd,Malaysia,https://www.linkedin.com/in/muh-rong-wong-b4713635,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAdQ_ecBT5Twyw799e2230FXNHRYZ5uwfU0,NAME_SEARCH,vd8l",85,Malaysia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder/Managing Director, Astramina Advisory Sdn Bhd",,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAAdQ_ecBT5Twyw799e2230FXNHRYZ5uwfU0
Mohammed Al-Dailami,Managing Director,Simonix Digital Labs,Malaysia,https://www.linkedin.com/in/mohammed-al-dailami-30a044106,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABqzwLoBQJDop4WnAHFHOqFR8NcPGUjzTfE,NAME_SEARCH,cjJ2",85,Malaysia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder and CEO at Simonix Digital Labs Sdn. Bhd,,"Shah Alam, Selangor, Malaysia",ACwAABqzwLoBQJDop4WnAHFHOqFR8NcPGUjzTfE
Mateusz Rybinski,Co-Founder,Cyber Fox App,Malaysia,https://www.linkedin.com/in/matrybinski,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAfaqMsBfSsSwkfeL2z-QjkQ3Ci2Cs1e_Hc,NAME_SEARCH,c0uF",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Edtech Entrepreneur & EdTech Poland President ,,"Federal Territory of Kuala Lumpur, Malaysia",ACwAAAfaqMsBfSsSwkfeL2z-QjkQ3Ci2Cs1e_Hc
Malick A.,Managing Director,Equalenergie,Malaysia,https://www.linkedin.com/in/malick-aboobakar,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAWgXSEBmn_VNhReJUjkLrVIwusvDbGJo-I,NAME_SEARCH,ti_Q",85,Malaysia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Managing Director, Equalenergie | Energy Transition & Digital Innovation | SEA Growth Strategist",,"Federal Territory of Kuala Lumpur, Malaysia",ACwAAAWgXSEBmn_VNhReJUjkLrVIwusvDbGJo-I
Madhuri G.,Founder and CEO,TrustChain Global,Malaysia,https://www.linkedin.com/in/govilkarmadhuri,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAINDnkBT9rU4HDZlryOwszLu0HQD8RnecA,NAME_SEARCH,0KuD",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & CEO, TrustChain Global. We help global companies trust their suppliers in APAC.",,"WP. Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ACwAAAINDnkBT9rU4HDZlryOwszLu0HQD8RnecA
M.Vijjayandran Manickavasagar,Managing Director - ASIA,Maxwell Rand,Malaysia,https://www.linkedin.com/in/m-vijjayandran-manickavasagar,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAANYpk0BVNQdZ4qmFUFomnYub20sw6QqjG0,NAME_SEARCH,uEMl",85,Malaysia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Managing Director @ Maxwell Rand | Data Cleanroom and AI Specialist 

(Representing a Team of Video AI Specialists dating back to 1986)",,"Ampang, Selangor, Malaysia",ACwAAANYpk0BVNQdZ4qmFUFomnYub20sw6QqjG0
Low Wan Xin 刘婉馨,Founder,Remote Work Malaysia,Malaysia,https://www.linkedin.com/in/lowwanxin,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAOOnl0BtB2qbo2CGIffid5DUr6YT-i01Sk,NAME_SEARCH,o5VZ",85,Malaysia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder of Remote Work Malaysia | Panel moderator on remote work,,"Banting, Selangor, Malaysia",ACwAAAOOnl0BtB2qbo2CGIffid5DUr6YT-i01Sk
